,Author,Poem
2174,"Letelier,Elías",Historia Del Vacío
2175,"Letelier,Elías",Veo Al Oro Verde Con Su Espiga De Dolor
2176,"Letelier,Elías",La Hoja
2177,"Letelier,Elías",Mi Capitán
2178,"Letelier,Elías",La Partitura De Una Lágrima
2179,"Letelier,Elías",La Verdad Confunde
2180,"Letelier,Elías",Nadie Mira
2181,"Letelier,Elías",Por Estas Opulentas Esquinas De Musgos
2182,"Letelier,Elías",Teoría De Los Zapatos
2183,"Letelier,Elías",Y Cuando Llega La Noche
2184,"Letelier,Elías",Y Aquí
2185,"Lizalde,Eduardo","Sólo Dos Cosas Quiero, Amigos"
2186,"Lizalde,Eduardo",Recuerdo Que El Amor Era Un Blanda Furia
2187,"Lizárraga,César",Poema Inmortal
2188,"Lizárraga,César",Soy Miembro De Una Cofradía De Eruditos
2189,"Lizárraga,César","6 De Octubre, 1931"
2190,"Lizárraga,César",La Habitación Del Jesuita
2191,"Lizárraga,César",Perdido En La Vasta Visión De Una Telaraña...
2192,"Lizárraga,César",La Mosca Gravita El Amarillo Volumen
2193,"Lizárraga,César",Los Muros Infinitos
2194,"Lizárraga,César",No Puedo Reconstruir Babel A Partir De Esto.
2195,"Llorente Benito,Luis",Al Lado Del Deseo
2196,"Llorente Benito,Luis",Sin Sentido
2197,"Llorente Benito,Luis",Como El Pájaro Vuela
2198,"Llorente Benito,Luis",Dejadme Escuchar Este Silencio Que Sólo La Luz Invade
2199,"Llorente Benito,Luis",Lugar Del Amor
2200,"Llorente Benito,Luis",Primavera Del Sentido
2201,"Llorente Benito,Luis",Tiempo Vacío
2202,"Llorente Benito,Luis",Enséñame
2203,"Llorente Benito,Luis",Te He Visto Acorralada Entre Latidos De Esmeralda
2204,"Llorente Benito,Luis",Luz De La Noche
2205,"Llorente Benito,Luis",Hechizo
2206,"Llorente Benito,Luis",Versos En Silencio
2207,"Llorente Benito,Luis",Hoy He Venido Para Esperarte
2208,"Llorente Benito,Luis",Recordando Tu Ausencia
2209,"Llorente Benito,Luis",Plenitud De La Dicha
2210,"Llorente Benito,Luis",La Tarde Es Un Silencio Agonizante
2211,"Llorente Benito,Luis",Siete Versos Sin Título
2212,"Llorente Benito,Luis",Las Canciones De La Noche Tropiezan En Las Escaleras Del Silencio
2213,"Llorente Benito,Luis",Mira A Tu Alrededor
2214,"Llorente Benito,Luis",Un Túnel De Silencios Se Abre Ante La Triste Luz De La Luna
2215,"Llorente Benito,Luis",Poned Música Sobre El Secreto De Mis Ojos
2216,"Llorente Benito,Luis",Todo Termina. Todo Acaba
2217,"Llorente Benito,Luis",Tu Voz Es Un Naufragio En El Mar Del Amor
2218,"Lobo Ríos,Francisco",Se Abre A La Nueva Luz
2219,"Lobo Ríos,Francisco",Los Poetas Nunca Están En Soledad
2220,"Lobo Ríos,Francisco","Mátame, Oh Dios, Penetra Con Tu Ira"
2221,"Lobo Ríos,Francisco",Vitam Ago
2222,"Lopetegui García,Joseba",La Guirnalda Roja
2223,"López Aboytes,Óscar E.",Con Un Beso Me Arrancaste El Alma
2224,"López Aboytes,Óscar E.",Estaciones
2225,"López Aboytes,Óscar E.",Melancolías
2226,"López González,Soledad","Aluche, Mi Cangrejo Melancólico"
2227,"López González,Soledad",La Luz De Luna Llena Entra Por La Ventana
2228,"López González,Soledad",Sonetos Gemelos
2229,"López González,Soledad",Cualquiera De Los Dos
2230,"López González,Soledad",No Hay Manera De Escapar De Esto
2231,"López González,Soledad",Tengo Miedo A Septiembre Que Ha Llegado
2232,"López Meléndez,Teódulo",Al Margen Del Canto
2233,"López Meléndez,Teódulo",Incrustadas
2234,"López Meléndez,Teódulo",Trato De Leerte
2235,"López Meléndez,Teódulo",Dogal
2236,"López Meléndez,Teódulo",Portalengua
2237,"López Meléndez,Teódulo",Cuando Esa Palabra Se Trasnocha
2238,"López Meléndez,Teódulo",En Aleteo
2239,"López Meléndez,Teódulo",Falta
2240,"López Meléndez,Teódulo",Las Marcas En La Lluvia
2241,"López Meléndez,Teódulo",Vejo Estas Piedras
2242,"López Meléndez,Teódulo",Ella Danzó
2243,"López Meléndez,Teódulo",Saberte Allí
2244,"López Meléndez,Teódulo",De Entre Las Piedras
2245,"López Meléndez,Teódulo",Terrero
2246,"López Meléndez,Teódulo",Escribo
2247,"López Meléndez,Teódulo",Dentro
2248,"López Meléndez,Teódulo",Paradoja
2249,"López Meléndez,Teódulo",Sin Peso
2250,"López Meléndez,Teódulo","Mientras, No Se Muere"
2251,"López Meléndez,Teódulo",Desde La Muerte
2252,"López Meléndez,Teódulo",Paupero
2253,"López Meléndez,Teódulo","Zeta Ele 4, Fue Llamado El Planeta"
2254,"López Meléndez,Teódulo",El Corcho Penetras Tortuosa
2255,"López Meléndez,Teódulo",Prisión
2256,"López Meléndez,Teódulo",Las Palabras
2257,"López Meléndez,Teódulo",El Mundo Resurge Con Temor De Su Invariable Crisis
2258,"López Meléndez,Teódulo",Las Palmas De La Espuma
2259,"López Meléndez,Teódulo","Sobre Mi Brazo Izquierdo Una Polvareda, Hormigas"
2260,"López Meléndez,Teódulo","Extraños Los Acontecimientos De La Mar, Ciertas Las Ramas De Los Árboles"
2261,"López Meléndez,Teódulo",La Historia
2262,"López Meléndez,Teódulo",La Guitarra Se Destiñe
2263,"López Meléndez,Teódulo",Me Exaspero
2264,"López Meléndez,Teódulo",Esta Noche Es Un Arca De Naufragios
2265,"López Meléndez,Teódulo",Mariposa Muerta
2266,"López Meléndez,Teódulo",Sin Adentro
2267,"López Meléndez,Teódulo",Logogrifo
2268,"López Meléndez,Teódulo",Medusa 5
2269,"López Meléndez,Teódulo",Ritorno
2270,"López Meléndez,Teódulo",Medusa 13
2271,"López Meléndez,Teódulo",Recordado Sea Que Vino Del Mar
2272,"López Meléndez,Teódulo",Perdido
2273,"López Meléndez,Teódulo",Nada Te Importa
2274,"López Meléndez,Teódulo",No Hay Remoto Paraje Soledoso
2275,"López Meléndez,Teódulo",Yo Miré
2276,"López Meléndez,Teódulo",Sobre Las Arenas Recién Descubiertas Quedaron Vasijas
2277,"López Meléndez,Teódulo",Sin Palabras
2278,"López Meléndez,Teódulo",Víspera
2279,"López Meléndez,Teódulo",Tea
2280,"López Meléndez,Teódulo",Un Silbido De Silueta
2281,"López Meléndez,Teódulo",Solsticios
2282,"López Pozo,Marco Antonio",Es Inacabable El Sabor De Sus Labios
2283,"López Pozo,Marco Antonio",Estaba Sentado En El Escritorio
2284,"López Pozo,Marco Antonio",Hoy Te Busqué En Los Libros
2285,"López Pozo,Marco Antonio",No Sé Que Hago
2286,"López Pozo,Marco Antonio",Soñé Que Soñabas
2287,"López Pozo,Marco Antonio",Soñé Ser Tuyo Y En Mi Afán Tenerte Mía
2288,"López Pozo,Marco Antonio",Ya No Queda Nada
2289,"López,Imanol",La Poesía Puede Ser Tan Negra
2290,"López,José Luis",En El Ocaso De La Luna
2291,"López,José Luis",Entre Espinas
2292,"López,José Luis",Paso Por Tu Inmensa Sala
2293,"López,José Luis",¡Qué Bembé!
2294,"López,José Luis",Sueño Que Navego
2295,"López,José M.","A/Marte, Amarte Siempre Es Mi Destino"
2296,"López,José M.",Así Como La Libertad Ya Me Ata
2297,"López,José M.","Y En Tu Selva Te Sigo, Alba En Lo Oscuro"
2298,"López,Freddy",Acostada. Duerme
2299,"López,Freddy",Viendo El Noticiero Nocturno
2300,"López,Freddy",La Doña Del Cuello Muy Estirado
2301,"López,Freddy",Ese Cansancio Asesino
2302,"López,Freddy",Dada La Escabrosa Situación
2303,"López,Freddy",Llevo Cosas Sobre Mis Hombros
2304,"López,Freddy",Cuando Él Llega
2305,"López,Freddy",Freddy López
2306,"López,Freddy","En El Colegio, Conmigo"
2307,"López,Freddy",¿Dónde Levanto La Mano?...
2308,"López,Freddy",El Perro Lleva
2309,"López,Freddy",Yo Disfruto Con La Llovizna
2310,"López,Freddy",Tengo Un Amigo —Otro—
2311,"López,Freddy",Hay Que Aclararse
2312,"López,Freddy",Romance Crítico
2313,"López,Freddy",Reporte Sanvalentinesco
2314,"López,Freddy",Sin Querer O Queriéndolo
2315,"López,Freddy",Piensa Un Soldado Del Norte
2316,"López,Freddy",Vuelo
2317,"López,Freddy",No Me Preguntes 
2318,"López,Freddy",No Soy Culpable
2319,"López,Freddy",Quiero Caer En El Presidio
2320,"López,Freddy",Se Disfrazó De Razón...
2321,"López,Freddy",¡Somos Tan Únicos
2322,"López,Freddy",Tirando Un Libro
2323,"López,Pascual",Anoche Bailaba La Manzana
2324,Lottie,Carrusel De Sueños
2325,Lottie,Fantasmas De Hielo Y Ojos De Cristal
2326,Lottie,Tengo Caricias Dulces Y Aladas
2327,Lottie,Soledad Que Me Envuelves Y Me Ahogas
2328,"Lozano,Manuel",Pero Nosotros Hablamos De Verdad
2329,"Lozano,Manuel",Ella Es La Orante
2330,"Lozano,Manuel","Llegando Estoy A Ese Abismo, Tu Abismo Inútil En El Día Inútil De Las Cosas Fugaces"
2331,"Lozano,Manuel",De Profundis
2332,"Lozano,Manuel",Se Incendia La Puerta De La Madriguera
2333,"Lozano,Manuel",Ya Es Muy Tarde Para Olvidar A La Nada
2334,"Lozano,Manuel",Traigo La Luz A Este Asilo De Amargura
2335,"Lumbela,Amado",Me Reciben En El Hall De Su Hotelito
2336,"Lumbela,Amado","Esta Poesía, Caminante, Jamás Puede Morir"
2337,"Lumbela,Amado",Yo Grito Con Las Voces De La Nada
2338,"Lumbela,Amado",Pasarás Mi Existencia Y Serás Respiro De Las Razas
2339,"Lumbela,Amado",Veo Naves Hermosas Hendiendo Por Mis Mares
2340,"Lumbela,Amado",La Estación De Lluvias
2341,"Lumbela,Amado",¿Por Qué No Nacemos Ya Sabidos?
2342,"Lumbela,Amado",Miraba Anoche El Techo Blanco De Mi Cuarto
2343,"Lumbela,Amado","Puerta Del Sol, 15 De Mayo"
2344,"Lumbela,Amado",Lograré Con El Filo De Mis Versos
2345,"Luna,Miguel",Llévate Ya Mi Cuerpo
2346,"Lupiáñez,José",Sé Que Mi Corazón Alguna Tarde
2347,"Lupiáñez,José",El Largo Ángelus
2348,"Lupiáñez,José",La Despedida
2349,"Lupiáñez,José",Mañana En Kovalam
2350,"Lupiáñez,José",Desde El Bazar Egipcio
2351,"Lupiáñez,José",Sky Line
2352,"Lupiáñez,José",Desde La Torre Gálata
2353,"Lupiáñez,José",Jardín
2354,"Lupiáñez,José",Mirador Umbrío
2355,"Lupiáñez,José",Jardín De Colva
2356,"Lupiáñez,José",Tumbas En La Ciudad
2357,"Machón Pascual,Ramón Miguel",Este Azul Estar De Mutuo Acuerdo
2358,"Machón Pascual,Ramón Miguel",Estoy. Me Tienes. De Ti Hablo
2359,"Machón Pascual,Ramón Miguel",Niño
2360,"Madrazo Vicéns,Pepe",Pulso En Vuelo
2361,"Madrazo Vicéns,Pepe",Dedal De Dios
2362,"Madrazo Vicéns,Pepe",Pureza De Mañana
2363,"Madrazo Vicéns,Pepe",Espera De La Florecida
2364,"Madrazo Vicéns,Pepe",Pulso En Pausa
2365,"Madrazo Vicéns,Pepe",La Margarita De Plástico
2366,"Madrazo Vicéns,Pepe",Te Voy A Abrir El Alma Para Escuchar Tu Arrullo
2367,"Madrazo Vicéns,Pepe",Pedestal De Mi Amor
2368,"Madrazo Vicéns,Pepe",Sentencia Del Agua
2369,"Madrid,Marco Antonio",La Poesía
2370,"Madrid,Marco Antonio",Remanso
2371,"Madrid,Marco Antonio",Junto Al Último Sol
2372,"Madrigal,Adriana",Sueños Húmedos
2373,"Madrigal,Adriana",Sobreprotegiendo Las Emociones
2374,"Madrigal,Adriana",Escenario De Un Funeral Espiritual
2375,"Madrigal,Adriana",Sexo Con Un Muerto
2376,"Madrigal,Adriana",Soy La Vida
2377,"Madrigal,Adriana",Soy Demasiado
2378,"Maestro,El",No Cabe Gozo Mas Grande Ni Mayor Satisfacción Que Poder Parir A Un Hijo Para Darle Nuestro Amor
2379,"Maestro,El",Una Palabra Perversa
2380,"Maiden,Diana",Desnuda
2381,"Maiden,Diana",La Luz Escapaba Rauda De Las Sombras
2382,"Maiden,Diana",Necesito Droga
2383,"Maiden,Diana",Siento Tu Inexistente Palpitar
2384,"Mallea Hernández,W. M.",Nuevo Sentimiento...
2385,"Mallea Hernández,W. M.",Palabras
2386,"Mallea Hernández,W. M.",En Pleno Uso Y Derecho De Mi Conciencia
2387,"Mallea Hernández,W. M.",Lógica
2388,"Mallea Hernández,W. M.",Iluminó La Noche
2389,"Mallea Hernández,W. M.",Tengo Un Muerto Viviendo En Mi Cuerpo
2390,"Mallea Hernández,W. M.",No Me Gusta Ver
2391,"Mallea Hernández,W. M.",Lo Interesante Es Haber Crecido
2392,"Mallea Hernández,W. M.",Ver
2393,"Mallea Hernández,W. M.",Tonto Decapirote
2394,"Mamani Macedo,Porfirio",Lluvia Después De Mi Caída
2395,"Mamani Macedo,Porfirio",Sus Ojos
2396,"Mamani Macedo,Porfirio",Extranjero
2397,"Mamani Macedo,Porfirio",Pasar Lo Vi Diciendo
2398,"Mamani Macedo,Porfirio",Por La Oscura Senda La Dura Sombra Iba
2399,"Mamani Macedo,Porfirio",Por Una Calle Lo Vi
2400,"Manceda,Ana María",Noche Y Las Sombras De Las Hojas De Los Árboles
2401,"Manceda,Ana María",El Excéntrico Millonario Lo Raptó
2402,"Manceda,Ana María",La Abuela Rosario
2403,"Manceda,Ana María",El Aleteo De La Mariposa
2404,"Manceda,Ana María",¿Qué Es Navegar Por Los Copos De Nieve?
2405,"Manceda,Ana María",Quedó Invisible En El Aire
2406,"Manceda,Ana María",Los Locos Pájaros De La Noche
2407,"Manceda,Ana María",Los Caballos Trotan
2408,"Manceda,Ana María",Soy Transparente
2409,"Manceda,Ana María",Yo Sé Que Mis Palabras Suenan
2410,"Manrique Preciado,Lila","Le Sorprendí Besando A Mi Vecina,"
2411,"Manrique Preciado,Lila",Nueve Lunas
2412,"Mansilla Rojas,Migdalia B.","Sí, Déjame Decirte Que Eres"
2413,"Mansilla Rojas,Migdalia B.",Soy Una Extranjera En Tu Lecho De Palabras
2414,"Mansilla Rojas,Migdalia B.",Me Propongo
2415,"Mantelli,Pablo",Seré Grande Como El Humo
2416,"Mañoso,José",Sutil Soplo Vacío Y Envolvente
2417,"Mañoso,José",El Tiempo Comenzó Con El Hambre
2418,"Mañoso,José",Piélago Bajo Vientos Y Oleajes
2419,"Mañoso,José",Solo Ante El Papel
2420,"Mañoso,José",Si Me Elevase A Cero Sólo Sería Uno
2421,Mar,Son Viejitas Casi No Llegan A Tener Fuerza
2422,"Marañón,Rafael",Sierra Nevada
2423,Margazul,En El Año
2424,Margazul,Pájaros De Azahar
2425,Margazul,Me Sirve De Gran Ayuda
2426,Margazul,"Vuelan Las Aves, Incorpóreas"
2427,Margazul,Vuelven Las Luciérnagas
2428,"Márquez Cristo,Gonzalo",Las Palabras Perdidas
2429,"Márquez Cristo,Gonzalo",Nacimientos
2430,"Martín Badillo,Diego",Aire Tibio...
2431,"Martín Badillo,Diego",¡Oh Mujer!
2432,"Martín Badillo,Diego",Corazón Purpúrea
2433,"Martín Badillo,Diego",Quiebra Los Espejos De La Ausencia
2434,"Martín Badillo,Diego",Iré A Dormir De Luna
2435,"Martín Badillo,Diego",Retoños Del Corazón
2436,"Martín Badillo,Diego","Tremolan A Tus Pies, Los Altozanos"
2437,"Martín Badillo,Diego",Playa Como El Azúcar
2438,"Martín Badillo,Diego",Remansa Corazón...
2439,"Martínez Delors,Daniel",Apenas Alcanzo A Imaginarte
2440,"Martínez Delors,Daniel",En La Oscuridad Resplandecen Tu Rostro De Hielo
2441,"Martínez Delors,Daniel",Este Parece Un Buen Lugar
2442,"Martínez Delors,Daniel",La Historia Es Un Relámpago En Mi Cabeza
2443,"Martínez Delors,Daniel","Sobre Mi Historia, Ha Caído La Tormenta"
2444,"Martínez Guerrero,Sandra",No Crecemos
2445,"Martínez Guerrero,Sandra",No Verte
2446,"Martínez Guerrero,Sandra",Me Gusta Saberte Suave
2447,"Martínez Guerrero,Sandra",Hay Una Lágrima Debajo De Tu Almohada
2448,"Martínez Gutiérrez,Jesús",Apareciste De Pronto
2449,"Martínez Lara,Dora Leticia",Instantes...
2450,"Martínez Moreno,Irene",Tantos Años Mi Existencia A Tu Lado Se Ha Sentado
2451,"Martínez Moreno,Irene",Carta A Mi Amor
2452,"Martínez Moreno,Irene","Amar Es Una Idea, Amar Es Un Deseo"
2453,"Martínez Moreno,Irene",Cuando El Sentimiento Te Haga Subir Tan Alto
2454,"Martínez Moreno,Irene",Caminando Junto Al Río
2455,"Martínez Moreno,Irene",Nostalgia
2456,"Martínez Moreno,Irene",Sueños
2457,"Martínez Moreno,Irene",Recuerdos
2458,"Martínez Moreno,Irene",Sentimientos
2459,"Martínez Moreno,Irene",Terminar Esta Tontería
2460,"Martínez Moreno,Irene","Y Se Fue Riendo, Sonriendo Para Sí"
2461,"Martínez Oyola,Waldemar",Pensé Que Querías Saber
2462,"Martínez Sánchez,José Manuel",Poema De Amor Al Alma De La Amada
2463,"Martínez Sánchez,José Manuel",Amor Sereno
2464,"Martínez Sánchez,José Manuel",Espero Oír Tu Voz El Resto De Mi Vida
2465,"Martínez Sánchez,José Manuel",Vive La Noche En Mis Ojos De Luna Despierta
2466,"Martínez Sánchez,José Manuel",Tu Nombre Es Eso
2467,"Martínez Sánchez,José Manuel",Una Extraña Convicción
2468,"Martínez,Daniel Omar",Nuestro Amor Nació De Madrugada
2469,"Martínez,Daniel Omar",Bar El Quitapenas
2470,"Martínez,Daniel Omar",Hay Besos Que Tiemblan
2471,"Martínez,Daniel Omar",La Primavera Perseguida
2472,"Martínez,Daniel Omar",Ciertos Amigos
2473,"Martínez,Daniel Omar",Todo El Amor Que Me Diste
2474,"Martínez,Daniel Omar",Suena Bill Evans En El Piano
2475,"Martínez,Daniel Omar",El Primer Día
2476,"Martínez,Daniel Omar",Hay Un Niño Dormido
2477,"Martínez,Daniel Omar",Una De Amor Virtual
2478,"Martínez,Daniel Omar",En Delfos
2479,"Martínez,Daniel Omar",En El Sinaí
2480,"Martínez,Daniel Omar",Encontré En Una Caja Olvidada
2481,"Martínez,Daniel Omar",Un Servidor
2482,"Martínez,Daniel Omar",Esa Mujer
2483,"Martínez,Daniel Omar",Tal Vez Te Gustaría Saber
2484,"Martínez,Daniel Omar",Hay
2485,"Martínez,Daniel Omar",Somos Los Hijos De La Nostalgia
2486,"Martínez,Daniel Omar",La Música Estaba Allí
2487,"Martínez,Daniel Omar",Los Árboles
2488,"Martínez,Daniel Omar",Vuelven De Veredas Viejas
2489,"Martínez,Daniel Omar",Me Encanta Volver
2490,"Martínez,Daniel Omar",Me Encontré Por Casualidad
2491,"Martínez,Daniel Omar",Una Vez
2492,"Martínez,Daniel Omar",Pudimos Ser Enemigos
2493,"Martínez,Daniel Omar",Qué Estarás Haciendo
2494,"Martínez,Daniel Omar",Regresar A La Rueda Del Tiempo
2495,"Martínez,Daniel Omar",Si Estuvieras Aquí
2496,"Martínez,Daniel Omar",Una Noche Perfecta
2497,"Martínez,Fabiana",Nuestro Comienzo Y Fin
2498,"Martínez,Fabiana",Mi Éxito Es
2499,"Martínez,Fabiana",No Hay Una Guerra
2500,"Martínez,Fabiana",Hay Un Sentido En Las Diferencias
2501,"Martínez,Fabiana",Porque Tus Brazos Son Fuertes
2502,"Martínez,Fabiana",Sales
2503,"Mateos-Cano,Fran",Tras Calles Con Letreros Azules
2504,"Medina,Gustavo Adolfo",Mi Niña Y Alberti
2505,"Medina,Gustavo Adolfo",Manoplas Verdes
2506,"Medina,Gustavo Adolfo",Mundo Bobo
2507,"Medina,Gustavo Adolfo",La Canción Que Nunca Dirás
2508,"Medina,Gustavo Adolfo",No Queda Ni Una Gota De Poesía
2509,"Medina,Jorge",Sin Respuesta
2510,"Medina,Jorge","Hoy, Al Pensarte Recorría Nuestros Mejores Momentos"
2511,"Medina,Jorge",El Viaje
2512,"Medina,Jorge",Las Cosas En Su Sitio
2513,"Medina,Jorge",Diálogos Al Borde De La Cama
2514,"Medina,Jorge",Este Sin Porqué Ni Mediatintas
2515,"Medina,Jorge",Qué Mejor Que Conocerte
2516,"Medina,Jorge",Vaguedad De Consonancias
2517,"Medina,Jorge",Era Tiempo De Silencio
2518,"Medina,Jorge",En Sueños Enfermizos Que Noche A Noche Lo Asaltaban
2519,"Medina,Jorge",Inevitablemente
2520,"Medina,Jorge",Era El Día Del Día
2521,"Medina,Jorge","Revolvía Sueños, Propios, Ajenos"
2522,"Medina,Jorge",Hasta Aquel Día No Había Podido Saber Cual Era En Realidad Su Límite
2523,"Medina,Jorge",Nocturno
2524,"Medina,Jorge",La Primordial
2525,"Medina,Jorge",La Cita
2526,"Medina,Jorge",Sueño De Sol Que Se Escurrió De Puntillas
2527,"Medina,Jorge",Promediaba Abril
2528,"Medina,Jorge",Una Grieta En El Techo De Mis Pensamientos
2529,"Mejía Sánchez,Gamaliel José",Cuando Muera La Lívida Mañana
2530,"Mejía Sánchez,Gamaliel José",Pequeña Mía
2531,"Mejía Sánchez,Gamaliel José","Venus Bella Y Ambigua, Madre De Mi Tristeza"
2532,"Meléndez,Mario",A Viva Voz
2533,"Meléndez,Mario",La Otra
2534,"Meléndez,Mario","No Estoy, No Soy, No Pertenezco"
2535,"Meléndez,Mario",Sangre En El Exilio
2536,"Meléndez,Mario",La Danza Del Toro
2537,"Meléndez,Mario",Yo Soy El Niño Que Juega Con La Espuma
2538,"Meléndez,Mario",Vincent 1993
2539,"Meléndez,Mario",Hijo Del Más Sangriento Día
2540,"Meléndez,Mario",Gracias Te Doy Por Tan Poco Y Por Tanto A La Vez
2541,"Meléndez,Mario",Hembra Continental Vestida Para Un Viaje Sin Palabras
2542,"Meléndez,Mario",La Niña Del Vestido Abierto
2543,"Meléndez,Mario",Los Pobres Veranean En Un Mar
2544,"Meléndez,Mario",Una Gota De Amor
2545,"Meléndez,Mario",Llévame Hacia El Sur
2546,"Meléndez,Mario","Me Sobra Un Muerto, Me Sobra"
2547,"Meléndez,Mario",Vengan A Ver Mi Poesía
2548,"Meléndez,Mario",Quién Escribirá Este Dolor
2549,"Meléndez,Mario","Será Debajo De La Cama, Amor"
2550,"Meléndez,Mario",Todos Amaban A Cristina
2551,"Melgar Becerra,Juan Miguel",Poema Para Esperarte En Este Banco De Madera
2552,"Melgar Becerra,Juan Miguel",A La Sombra De Una Mecedora Que Tenía Mi Abuelo
2553,"Melgar Becerra,Juan Miguel","Abuelo, Ya Ha Llegado El Invierno"
2554,"Melgar Becerra,Juan Miguel",Crepúsculo De Atardecer
2555,"Melgar Becerra,Juan Miguel",Melancolía
2556,"Melgar Becerra,Juan Miguel","Te Espero, Como Siempre, Y En Silencio"
2557,"Melgar Becerra,Juan Miguel","Tú, Nacido En La Hoja De La Brisa"
2558,"Melgar Becerra,Juan Miguel","Soy Yo Quien Te Llama, Amiga"
2559,"Melgar Becerra,Juan Miguel",Ya No Río Como Ayer Solía
2560,"Melgar Becerra,Juan Miguel",Te Quedaste Sola ¿Y Qué?
2561,"Melgar Becerra,Juan Miguel",Un Segundo La Miré Sin Decir Nada
2562,"Melgar Becerra,Juan Miguel",Desde Primavera  (Poema Para Mi Madre)
2563,"Melgar Becerra,Juan Miguel",Ha Muerto Nuestra Juventud Sobre Las Rosas
2564,"Melgar Becerra,Juan Miguel",Pide Al Doctor Que Te Recete Versos Y Quebrantos
2565,"Melgar Becerra,Juan Miguel",Sería Abrumador Perderse En Un Silencio
2566,"Melgar Becerra,Juan Miguel",El Hijo (Poema Contra El Aborto)
2567,"Melgar Becerra,Juan Miguel",¿Te Acuerdas Del Hijo Que No Tuvimos?
2568,"Melgar Becerra,Juan Miguel",Ella Era Su Amada
2569,"Melgar Becerra,Juan Miguel","Te Veo Danzar, Súbitamente"
2570,"Melgar Becerra,Juan Miguel",Hoy Recibí La Carta Que Me Has Enviado
2571,"Melgar Becerra,Juan Miguel",Y Ahora Resulta Que No Puedo Soñar
2572,"Melgar Becerra,Juan Miguel",Poema Para Guardar Un Amor
2573,"Melgar Becerra,Juan Miguel",Hojas De Papel
2574,"Melgar Becerra,Juan Miguel",La Última Canción De Nora
2575,"Melgar Becerra,Juan Miguel",Hoy Recordé Tu Nombre Porque No Te Veía
2576,"Melgar Becerra,Juan Miguel",Se Me Figura El Terciopelo De Tu Piel
2577,"Melgar Becerra,Juan Miguel",Los Quebraderos De Cabeza
2578,"Melgar Becerra,Juan Miguel",La Brisa Triste Del Invierno Pasado
2579,"Melgar Becerra,Juan Miguel",Ya Nadie Quiso Dibujarla En Muchos Años
2580,"Melgar Becerra,Juan Miguel",Presagio
2581,"Melgar Becerra,Juan Miguel","Yo Sé Que Me Recuerdas, Margarita"
2582,"Melgar Becerra,Juan Miguel",Porque Te He Visto Muerto En El Umbral De Hielo
2583,"Melgar Becerra,Juan Miguel","Sabía, Amor Mío, Lo Que Era Perderte"
2584,"Melgar Becerra,Juan Miguel","Sentado En El Sillón, Con El Bastón En La Mano"
2585,"Melgar Becerra,Juan Miguel","Si No Se Muere El Río, Amada Mía, Si El Próximo"
2586,"Melgar Becerra,Juan Miguel","Yo Soy, En Este Mundo, Tu Ángel De La Guarda"
2587,"Melgar Becerra,Juan Miguel",Un Amor Dado Como Testimonio
2588,"Melgar Becerra,Juan Miguel",Y  Luego Recapacito Y Digo `Mía´
2589,"Melgar Becerra,Juan Miguel","Ya No Puedo Más, Julieta, Te Quedas Sola En Mitad Del Camino"
2590,"Mendizábal R.,Lucía",Aún Medio Dormida
2591,"Mendizábal R.,Lucía",Son Las Dos De La Mañana
2592,"Mendizábal R.,Lucía",Eres Ausencia
2593,"Mendizábal R.,Lucía",Cazador De Lunas
2594,"Mendizábal R.,Lucía",Espejismos
2595,"Mendizábal R.,Lucía",Esta Mañana
2596,"Mendizábal R.,Lucía",Mirarte
2597,"Mendizábal R.,Lucía",Las Seis De La Mañana
2598,"Mendizábal R.,Lucía",Siempre Vuelves A Mí
2599,"Mendizábal R.,Lucía","Tú, Polvo De Estrellas"
2600,"Mier Garza,Ángel",Concédeme De Pronto La Delicia
2601,"Mier Garza,Ángel",Hermosa Tenías Que Ser
2602,"Mier Garza,Ángel",No Digas Nada
2603,"Miguel,Valentín de",Aún La Luz Del Sol Está Dormida Bajo El Horizonte
2604,"Miguel,Valentín de",¿Oyes El Aire Golpeando Con Furia Los Cristales?
2605,"Miguel,Valentín de",Los Perros De La Guerra
2606,"Miguel,Valentín de",Paseo
2607,"Miguel,Valentín de",No Me Faltes Nunca
2608,"Miguel,Valentín de",No Recuerdo Como Empezamos
2609,"Miguel,Valentín de",Qué Vacío Dejaste En Mí A Tu Muerte
2610,"Minore,Gito",Cada Vez Que Te Acercas
2611,"Minore,Gito",Fresca Y Desnuda
2612,"Minore,Gito",Me Conforma
2613,"Minore,Gito",Derrapa
2614,"Minore,Gito",Sin Ser Ángel
2615,"Minore,Gito",Uno No Comprende La Guerra
2616,"Minore,Gito",Un Perro Dormitando
2617,"Minore,Gito",Sobre Tu Piel
2618,"Minore,Gito",Y Si Solo Queda Silencio
2619,"Minore,Gito",Yo Sé Que No Hay Un Día
2620,"Miralles,Isabel",Anoche
2621,"Miralles,Isabel",Nostalgia
2622,"Miralles,Isabel",Don Juan Tenorio
2623,"Miralles,Isabel",Te Amo
2624,"Miralles,Isabel",Mar Amigo
2625,"Miralles,Isabel",En El Jardín
2626,"Miralles,Isabel",Eres
2627,"Miralles,Isabel",Palabras Que Seducen
2628,"Miralles,Isabel",Mala Hiedra
2629,"Miralles,Isabel",Triste Voy Por La Vida
2630,"Miralles,Isabel",Silencios
2631,"Miralles,Isabel",No Quiero Palabras Tiernas
2632,"Miralles,Isabel",Noche De Luna Llena
2633,"Miralles,Isabel","Vivo Sola, Vacía"
